"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"1954-09-01T05:00:00.000Z","30.04","32.69","30.04","32.31","8.31","7.69","41,220,000"
"1954-10-01T06:00:00.000Z","32.29","32.76","31.68","31.68","-1.95","-2.57","44,170,000"
"1954-11-01T06:00:00.000Z","31.79","34.55","31.79","34.24","8.08","7.46","63,010,000"
"1954-12-01T06:00:00.000Z","33.99","35.98","33.99","35.98","5.08","4.46","76,480,000"
"1955-01-03T06:00:00.000Z","36.75","36.75","34.58","36.63","1.81","1.18","74,650,000"
"1955-02-01T06:00:00.000Z","36.72","37.15","36.44","36.76","0.35","-0.27","60,810,000"
"1955-03-01T06:00:00.000Z","36.83","37.52","34.96","36.58","-0.49","-1.11","65,780,000"
"1955-04-01T06:00:00.000Z","36.95","38.32","36.83","37.96","3.77","3.15","53,790,000"
"1955-05-02T05:00:00.000Z","38.04","38.04","36.97","37.91","-0.13","-0.75","45,450,000"
"1955-06-01T05:00:00.000Z","37.96","41.03","37.96","41.03","8.23","7.61","58,120,000"
"1955-07-01T05:00:00.000Z","41.19","43.76","41.19","43.52","6.07","5.45","48,470,000"
"1955-08-01T05:00:00.000Z","42.93","43.18","41.74","43.18","-0.78","-1.40","41,800,000"
"1955-09-01T05:00:00.000Z","43.37","45.63","42.61","43.67","1.13","0.51","60,080,000"
"1955-10-03T05:00:00.000Z","42.49","42.99","40.80","42.34","-3.05","-3.67","42,150,000"
"1955-11-01T06:00:00.000Z","42.28","46.41","42.28","45.51","7.49","6.86","46,360,000"
"1955-12-01T06:00:00.000Z","45.35","45.89","44.95","45.48","-0.07","-0.69","50,990,000"
"1956-01-03T06:00:00.000Z","45.16","45.16","43.11","43.82","-3.65","-4.27","47,160,000"
"1956-02-01T06:00:00.000Z","44.03","45.43","43.42","45.34","3.47","2.85","46,370,000"
"1956-03-01T06:00:00.000Z","45.54","48.87","45.54","48.48","6.93","6.30","60,310,000"
"1956-04-02T06:00:00.000Z","48.70","48.85","47.09","48.38","-0.21","-0.83","54,100,000"
"1956-05-01T05:00:00.000Z","48.16","48.51","44.10","45.20","-6.57","-7.20","53,210,000"
"1956-06-01T05:00:00.000Z","45.58","47.13","45.14","46.97","3.92","3.29","37,180,000"
"1956-07-02T05:00:00.000Z","46.93","49.48","46.93","49.39","5.15","4.53","45,650,000"
"1956-08-01T05:00:00.000Z","49.62","49.64","46.94","47.51","-3.81","-4.43","44,450,000"
"1956-09-04T05:00:00.000Z","47.89","48.10","45.35","45.35","-4.55","-5.17","37,220,000"
"1956-10-01T05:00:00.000Z","44.70","47.00","44.70","45.58","0.51","-0.12","40,300,000"
"1956-11-01T06:00:00.000Z","46.52","47.60","44.38","45.08","-1.10","-1.72","43,550,000"
"1956-12-03T06:00:00.000Z","45.98","47.04","45.84","46.67","3.53","2.90","46,330,000"
"1957-01-02T06:00:00.000Z","46.20","46.66","44.40","44.72","-4.18","-4.80","48,140,000"
"1957-02-01T06:00:00.000Z","44.62","44.62","42.39","43.26","-3.26","-3.89","37,530,000"
"1957-03-01T06:00:00.000Z","43.74","44.23","43.74","44.11","1.96","1.34","35,620,000"
"1957-04-01T06:00:00.000Z","44.14","45.74","44.14","45.74","3.70","3.07","48,290,000"
"1957-05-01T05:00:00.000Z","46.02","47.43","46.02","47.43","3.69","3.07","52,560,000"
"1957-06-03T05:00:00.000Z","47.37","48.24","46.78","47.37","-0.13","-0.75","43,470,000"
"1957-07-01T05:00:00.000Z","47.43","49.13","47.43","47.91","1.14","0.52","48,230,000"
"1957-08-01T05:00:00.000Z","47.79","47.79","43.89","45.22","-5.61","-6.24","41,390,000"
"1957-09-03T05:00:00.000Z","45.44","45.44","42.42","42.42","-6.19","-6.81","36,890,000"
"1957-10-01T05:00:00.000Z","42.76","43.14","38.98","41.06","-3.21","-3.83","63,960,000"
"1957-11-01T06:00:00.000Z","40.44","41.72","39.44","41.72","1.61","0.98","48,200,000"
"1957-12-02T06:00:00.000Z","41.36","41.54","39.38","39.99","-4.15","-4.77","54,440,000"
"1958-01-02T06:00:00.000Z","40.33","41.88","40.33","41.70","4.28","3.65","49,830,000"
"1958-02-03T06:00:00.000Z","42.04","42.46","40.61","40.84","-2.06","-2.69","40,190,000"
"1958-03-03T06:00:00.000Z","41.13","42.58","41.13","42.10","3.09","2.46","46,680,000"
"1958-04-01T06:00:00.000Z","41.93","43.44","41.33","43.44","3.18","2.56","50,270,000"
"1958-05-01T05:00:00.000Z","43.54","44.09","43.12","44.09","1.50","0.87","54,100,000"
"1958-06-02T05:00:00.000Z","44.31","45.34","44.31","45.24","2.61","1.99","56,610,000"
"1958-07-01T05:00:00.000Z","45.28","47.19","45.11","47.19","4.31","3.69","69,430,000"
"1958-08-01T05:00:00.000Z","47.49","48.16","47.22","47.75","1.19","0.56","62,300,000"
"1958-09-02T05:00:00.000Z","48.00","50.06","47.97","50.06","4.84","4.21","71,940,000"
"1958-10-01T05:00:00.000Z","49.98","51.62","49.98","51.33","2.54","1.91","95,020,000"
"1958-11-03T06:00:00.000Z","51.56","53.24","51.02","52.48","2.24","1.62","74,350,000"
"1958-12-01T06:00:00.000Z","52.69","55.21","52.46","55.21","5.20","4.58","75,940,000"
"1959-01-02T06:00:00.000Z","55.44","56.04","54.89","55.45","0.43","-0.19","83,240,000"
"1959-02-02T06:00:00.000Z","55.21","55.52","53.58","55.41","-0.07","-0.69","65,790,000"
"1959-03-02T06:00:00.000Z","55.73","56.67","55.44","55.44","0.05","-0.57","82,430,000"
"1959-04-01T06:00:00.000Z","55.69","58.17","55.69","57.59","3.88","3.26","75,840,000"
"1959-05-01T05:00:00.000Z","57.65","58.68","56.88","58.68","1.89","1.27","70,950,000"
"1959-06-01T05:00:00.000Z","58.63","58.63","56.36","58.47","-0.36","-0.98","64,310,000"
"1959-07-01T05:00:00.000Z","58.97","60.62","58.91","60.51","3.49","2.87","70,900,000"
"1959-08-03T05:00:00.000Z","60.71","60.71","58.27","59.60","-1.50","-2.13","51,050,000"
"1959-09-01T05:00:00.000Z","58.87","58.92","55.14","56.88","-4.56","-5.19","57,500,000"
"1959-10-01T05:00:00.000Z","56.94","57.52","56.00","57.52","1.13","0.50","61,330,000"
"1959-11-02T06:00:00.000Z","57.41","58.28","56.22","58.28","1.32","0.70","64,500,000"
"1959-12-01T06:00:00.000Z","58.70","59.89","58.60","59.89","2.76","2.14","72,210,000"
"1960-01-04T06:00:00.000Z","59.91","60.39","55.61","55.61","-7.15","-7.77","63,920,000"
"1960-02-01T06:00:00.000Z","55.96","56.82","54.73","56.12","0.92","0.29","60,500,000"
"1960-03-01T06:00:00.000Z","56.01","56.01","53.47","55.34","-1.39","-2.01","65,710,000"
"1960-04-01T06:00:00.000Z","55.43","56.59","54.37","54.37","-1.75","-2.38","57,300,000"
"1960-05-02T05:00:00.000Z","54.13","55.83","54.13","55.83","2.69","2.06","68,790,000"
"1960-06-01T05:00:00.000Z","55.89","58.00","55.89","56.92","1.95","1.33","76,480,000"
"1960-07-01T05:00:00.000Z","57.06","57.38","54.17","55.51","-2.48","-3.10","53,860,000"
"1960-08-01T05:00:00.000Z","55.53","58.07","54.72","56.96","2.61","1.99","65,330,000"
"1960-09-01T05:00:00.000Z","57.09","57.09","52.48","53.52","-6.04","-6.66","60,840,000"
"1960-10-03T05:00:00.000Z","53.36","54.86","52.20","53.39","-0.24","-0.87","54,370,000"
"1960-11-01T06:00:00.000Z","53.94","56.43","53.94","55.54","4.03","3.40","62,010,000"
"1960-12-01T06:00:00.000Z","55.30","58.11","55.30","58.11","4.63","4.00","77,330,000"
"1961-01-03T06:00:00.000Z","57.57","61.97","57.57","61.78","6.32","5.69","89,010,000"
"1961-02-01T06:00:00.000Z","61.90","63.44","61.14","63.44","2.69","2.06","92,730,000"
"1961-03-01T06:00:00.000Z","63.43","65.06","63.38","65.06","2.55","1.93","115,050,000"
"1961-04-03T06:00:00.000Z","65.60","68.68","64.40","65.31","0.38","-0.24","101,760,000"
"1961-05-01T05:00:00.000Z","65.17","67.39","65.17","66.56","1.91","1.29","96,940,000"
"1961-06-01T05:00:00.000Z","66.56","67.08","64.47","64.64","-2.88","-3.51","73,090,000"
"1961-07-03T05:00:00.000Z","65.21","66.76","64.41","66.76","3.28","2.66","60,840,000"
"1961-08-01T05:00:00.000Z","67.37","68.44","66.94","68.07","1.96","1.34","81,490,000"
"1961-09-01T05:00:00.000Z","68.19","68.46","65.77","66.73","-1.97","-2.59","63,820,000"
"1961-10-02T05:00:00.000Z","66.77","68.62","66.73","68.62","2.83","2.21","72,980,000"
"1961-11-01T06:00:00.000Z","68.73","71.85","68.73","71.32","3.93","3.31","87,770,000"
"1961-12-01T06:00:00.000Z","71.78","72.64","70.86","71.55","0.32","-0.30","82,380,000"
"1962-01-02T06:00:00.000Z","70.96","71.96","67.55","68.84","-3.79","-4.41","80,790,000"
"1962-02-01T06:00:00.000Z","69.26","71.13","68.56","69.96","1.63","1.00","66,130,000"
"1962-03-01T06:00:00.000Z","70.20","71.44","69.16","69.55","-0.59","-1.21","68,440,000"
"1962-04-02T06:00:00.000Z","69.37","69.82","64.95","65.24","-6.20","-6.82","65,240,000"
"1962-05-01T05:00:00.000Z","65.70","66.93","53.13","59.63","-8.60","-9.22","111,030,000"
"1962-06-01T05:00:00.000Z","59.38","59.96","51.35","54.75","-8.18","-8.81","100,160,000"
"1962-07-02T05:00:00.000Z","55.86","58.67","54.47","58.23","6.36","5.73","74,160,000"
"1962-08-01T05:00:00.000Z","57.75","60.33","56.76","59.12","1.53","0.91","80,400,000"
"1962-09-04T05:00:00.000Z","58.56","59.54","55.53","56.27","-4.82","-5.44","62,890,000"
"1962-10-01T05:00:00.000Z","55.49","57.83","52.55","56.52","0.44","-0.18","78,690,000"
"1962-11-01T06:00:00.000Z","57.12","62.78","55.90","62.26","10.16","9.53","96,020,000"
"1962-12-03T06:00:00.000Z","61.94","63.50","61.28","63.10","1.35","0.73","80,870,000"
"1963-01-02T06:00:00.000Z","62.69","66.59","62.32","66.20","4.91","4.29","101,970,000"
"1963-02-01T06:00:00.000Z","66.31","66.96","64.08","64.29","-2.89","-3.51","79,120,000"
"1963-03-01T06:00:00.000Z","64.10","67.01","63.80","66.57","3.55","2.92","74,760,000"
"1963-04-01T06:00:00.000Z","66.85","70.18","66.23","69.80","4.85","4.23","106,290,000"
"1963-05-01T05:00:00.000Z","69.97","71.14","69.03","70.80","1.43","0.81","105,070,000"
"1963-06-03T05:00:00.000Z","70.69","71.24","68.78","69.37","-2.02","-2.64","90,580,000"
"1963-07-01T05:00:00.000Z","68.86","70.48","67.54","69.13","-0.35","-0.97","76,310,000"
"1963-08-01T05:00:00.000Z","69.07","72.71","68.64","72.50","4.87","4.25","91,650,000"
"1963-09-03T05:00:00.000Z","72.66","73.87","71.28","71.70","-1.10","-1.73","106,620,000"
"1963-10-01T05:00:00.000Z","72.22","75.18","71.57","74.01","3.22","2.60","122,360,000"
"1963-11-01T06:00:00.000Z","73.83","74.44","69.48","73.23","-1.05","-1.68","93,990,000"
"1963-12-02T06:00:00.000Z","73.66","75.36","73.02","75.02","2.44","1.82","98,660,000"
"1964-01-02T06:00:00.000Z","75.43","77.78","74.82","77.04","2.69","2.07","116,620,000"
"1964-02-03T06:00:00.000Z","76.97","78.31","76.36","77.80","0.99","0.36","88,110,000"
"1964-03-02T06:00:00.000Z","77.97","79.89","77.50","78.98","1.52","0.89","113,760,000"
"1964-04-01T06:00:00.000Z","79.24","81.20","78.67","79.46","0.61","-0.02","123,490,000"
"1964-05-01T05:00:00.000Z","80.17","81.81","79.46","80.37","1.15","0.52","99,150,000"
"1964-06-01T05:00:00.000Z","80.11","82.10","78.15","81.69","1.64","1.02","96,150,000"
"1964-07-01T05:00:00.000Z","82.27","84.33","81.46","83.18","1.82","1.20","102,590,000"
"1964-08-03T05:00:00.000Z","83.00","83.49","80.80","81.83","-1.62","-2.25","82,280,000"
"1964-09-01T05:00:00.000Z","82.18","84.80","81.57","84.18","2.87","2.25","109,770,000"
"1964-10-01T05:00:00.000Z","84.08","85.70","83.65","84.86","0.81","0.18","106,550,000"
"1964-11-02T06:00:00.000Z","85.18","86.80","84.10","84.42","-0.52","-1.14","93,640,000"
"1964-12-01T06:00:00.000Z","83.55","85.18","82.65","84.75","0.39","-0.23","104,010,000"
"1965-01-04T06:00:00.000Z","84.23","88.19","83.77","87.56","3.32","2.69","109,130,000"
"1965-02-01T06:00:00.000Z","87.58","88.06","85.25","87.43","-0.15","-0.77","112,280,000"
"1965-03-01T06:00:00.000Z","87.25","87.93","85.65","86.16","-1.45","-2.08","124,830,000"
"1965-04-01T06:00:00.000Z","86.32","89.64","85.87","89.11","3.42","2.80","119,120,000"
"1965-05-03T05:00:00.000Z","89.23","90.68","87.24","88.42","-0.77","-1.40","110,190,000"
"1965-06-01T05:00:00.000Z","88.72","88.80","80.73","84.12","-4.86","-5.49","128,160,000"
"1965-07-01T05:00:00.000Z","84.48","86.47","83.30","85.25","1.34","0.72","85,150,000"
"1965-08-02T05:00:00.000Z","85.42","87.79","84.80","87.17","2.25","1.63","109,070,000"
"1965-09-01T05:00:00.000Z","87.17","91.13","86.69","89.96","3.20","2.58","155,180,000"
"1965-10-01T05:00:00.000Z","89.90","93.19","89.30","92.42","2.73","2.11","164,090,000"
"1965-11-01T06:00:00.000Z","92.23","93.30","90.81","91.61","-0.88","-1.50","147,110,000"
"1965-12-01T06:00:00.000Z","91.50","93.07","89.20","92.43","0.90","0.27","191,050,000"
"1966-01-03T06:00:00.000Z","92.18","94.64","91.63","92.88","0.49","-0.14","182,910,000"
"1966-02-01T06:00:00.000Z","92.16","94.72","90.43","91.22","-1.79","-2.41","165,790,000"
"1966-03-01T06:00:00.000Z","90.06","91.65","86.69","89.23","-2.18","-2.80","191,360,000"
"1966-04-01T06:00:00.000Z","89.94","93.02","88.96","91.06","2.05","1.43","186,160,000"
"1966-05-02T05:00:00.000Z","90.90","91.75","83.18","86.13","-5.41","-6.04","171,290,000"
"1966-06-01T05:00:00.000Z","86.10","87.74","83.75","84.74","-1.61","-2.24","140,450,000"
"1966-07-01T05:00:00.000Z","85.61","88.19","83.05","83.60","-1.35","-1.97","119,810,000"
"1966-08-01T05:00:00.000Z","82.31","84.70","73.91","77.10","-7.78","-8.40","162,430,000"
"1966-09-01T05:00:00.000Z","77.70","80.81","75.03","76.56","-0.70","-1.32","120,030,000"
"1966-10-03T05:00:00.000Z","74.90","80.91","72.28","80.20","4.75","4.13","146,210,000"
"1966-11-01T06:00:00.000Z","80.81","83.01","78.89","80.45","0.31","-0.31","145,780,000"
"1966-12-01T06:00:00.000Z","80.08","83.88","79.49","80.33","-0.15","-0.77","165,070,000"
"1967-01-03T06:00:00.000Z","80.38","88.17","79.43","86.61","7.82","7.19","207,410,000"
"1967-02-01T06:00:00.000Z","86.43","89.00","85.61","86.78","0.20","-0.43","182,950,000"
"1967-03-01T06:00:00.000Z","87.68","91.72","86.67","90.20","3.94","3.32","224,640,000"
"1967-04-03T06:00:00.000Z","89.24","94.77","87.86","94.01","4.22","3.60","187,650,000"
"1967-05-01T05:00:00.000Z","93.84","95.25","88.71","89.08","-5.24","-5.87","218,420,000"
"1967-06-01T05:00:00.000Z","90.23","93.28","87.19","90.64","1.75","1.13","212,590,000"
"1967-07-03T05:00:00.000Z","90.91","95.51","90.12","94.75","4.53","3.91","216,730,000"
"1967-08-01T05:00:00.000Z","95.37","96.67","92.01","93.64","-1.17","-1.79","207,800,000"
"1967-09-01T05:00:00.000Z","93.68","98.31","93.00","96.71","3.28","2.66","204,960,000"
"1967-10-02T05:00:00.000Z","96.32","98.25","93.29","93.30","-3.53","-4.15","224,780,000"
"1967-11-01T06:00:00.000Z","92.71","95.51","90.09","94.00","0.75","0.13","211,430,000"
"1967-12-01T06:00:00.000Z","94.50","96.90","93.41","96.47","2.63","2.00","229,460,000"
"1968-01-02T06:00:00.000Z","96.11","97.84","91.27","92.24","-4.38","-5.01","262,770,000"
"1968-02-01T06:00:00.000Z","92.56","93.44","86.73","89.36","-3.12","-3.75","174,380,000"
"1968-03-01T06:00:00.000Z","89.11","91.09","86.99","90.20","0.94","0.32","192,610,000"
"1968-04-01T06:00:00.000Z","92.48","98.61","91.11","97.46","8.05","7.43","295,420,000"
"1968-05-01T05:00:00.000Z","97.97","100.19","95.80","98.68","1.25","0.63","291,980,000"
"1968-06-03T05:00:00.000Z","99.99","102.84","98.72","99.58","0.91","0.29","257,290,000"
"1968-07-01T05:00:00.000Z","99.40","103.67","96.84","97.74","-1.85","-2.47","242,450,000"
"1968-08-01T05:00:00.000Z","97.28","99.67","95.79","98.86","1.15","0.52","193,970,000"
"1968-09-03T05:00:00.000Z","99.32","103.63","98.31","102.67","3.85","3.23","228,300,000"
"1968-10-01T05:00:00.000Z","102.86","105.78","101.80","103.41","0.72","0.10","272,200,000"
"1968-11-01T06:00:00.000Z","103.06","109.09","101.85","108.37","4.80","4.17","251,850,000"
"1968-12-02T06:00:00.000Z","108.12","109.37","102.98","103.86","-4.16","-4.78","267,480,000"
"1969-01-02T06:00:00.000Z","103.93","104.87","96.63","103.01","-0.82","-1.44","266,600,000"
"1969-02-03T06:00:00.000Z","102.89","104.61","97.36","98.13","-4.74","-5.36","207,490,000"
"1969-03-03T06:00:00.000Z","98.38","102.35","97.06","101.51","3.44","2.82","199,110,000"
"1969-04-01T06:00:00.000Z","101.42","104.56","99.08","103.69","2.15","1.52","236,930,000"
"1969-05-01T05:00:00.000Z","103.51","106.74","102.29","103.46","-0.22","-0.84","256,580,000"
"1969-06-02T05:00:00.000Z","102.94","103.75","95.21","97.71","-5.56","-6.18","235,130,000"
"1969-07-01T05:00:00.000Z","98.08","100.33","88.04","91.83","-6.02","-6.64","228,250,000"
"1969-08-01T05:00:00.000Z","93.47","96.43","91.48","95.51","4.01","3.38","201,680,000"
"1969-09-02T05:00:00.000Z","95.54","96.62","91.77","93.12","-2.50","-3.13","219,150,000"
"1969-10-01T05:00:00.000Z","92.52","98.83","91.66","97.12","4.30","3.67","310,110,000"
"1969-11-03T06:00:00.000Z","97.15","99.23","92.24","93.81","-3.41","-4.03","213,600,000"
"1969-12-01T06:00:00.000Z","93.22","94.47","88.62","92.06","-1.87","-2.49","272,350,000"
"1970-01-02T06:00:00.000Z","93.00","94.25","84.42","85.02","-7.65","-8.27","221,090,000"
"1970-02-02T06:00:00.000Z","85.75","90.33","84.64","89.50","5.27","4.65","228,380,000"
"1970-03-02T06:00:00.000Z","89.71","91.07","86.19","89.63","0.15","-0.48","212,880,000"
"1970-04-01T06:00:00.000Z","90.07","90.70","79.31","81.52","-9.05","-9.67","223,120,000"
"1970-05-01T05:00:00.000Z","81.44","82.32","68.61","76.55","-6.10","-6.72","258,220,000"
"1970-06-01T05:00:00.000Z","77.84","79.96","72.25","72.72","-5.00","-5.63","226,420,000"
"1970-07-01T05:00:00.000Z","72.94","79.03","70.69","78.05","7.33","6.71","227,740,000"
"1970-08-03T05:00:00.000Z","77.02","82.47","74.13","81.52","4.45","3.82","218,690,000"
"1970-09-01T05:00:00.000Z","80.95","84.99","79.95","84.30","3.41","2.79","303,290,000"
"1970-10-01T05:00:00.000Z","84.32","87.75","82.29","83.25","-1.25","-1.87","261,370,000"
"1970-11-02T06:00:00.000Z","83.51","87.60","82.23","87.20","4.74","4.12","230,290,000"
"1970-12-01T06:00:00.000Z","87.47","92.99","86.11","92.15","5.68","5.05","335,240,000"
"1971-01-04T06:00:00.000Z","91.15","96.49","90.64","95.88","4.05","3.42","348,490,000"
"1971-02-01T06:00:00.000Z","96.42","99.59","94.92","96.75","0.91","0.28","371,190,000"
"1971-03-01T06:00:00.000Z","97.00","102.03","96.11","100.31","3.68","3.06","389,880,000"
"1971-04-01T06:00:00.000Z","100.39","105.60","99.63","103.95","3.63","3.01","401,580,000"
"1971-05-03T05:00:00.000Z","103.29","104.42","98.68","99.63","-4.16","-4.78","307,360,000"
"1971-06-01T05:00:00.000Z","100.20","102.07","96.92","98.70","-0.93","-1.56","303,590,000"
"1971-07-01T05:00:00.000Z","99.78","101.52","95.08","95.58","-3.16","-3.78","265,240,000"
"1971-08-02T05:00:00.000Z","95.96","101.51","92.81","99.03","3.61","2.99","320,520,000"
"1971-09-01T05:00:00.000Z","99.07","102.25","96.97","98.34","-0.70","-1.32","252,720,000"
"1971-10-01T05:00:00.000Z","98.93","100.96","92.96","94.23","-4.18","-4.80","280,080,000"
"1971-11-01T06:00:00.000Z","92.80","96.08","89.34","93.99","-0.25","-0.88","276,410,000"
"1971-12-01T06:00:00.000Z","95.44","102.21","93.95","102.09","8.62","8.00","377,680,000"
"1972-01-03T06:00:00.000Z","101.67","105.00","100.87","103.94","1.81","1.19","379,490,000"
"1972-02-01T06:00:00.000Z","104.01","107.16","103.10","106.57","2.53","1.91","376,260,000"
"1972-03-01T06:00:00.000Z","107.35","109.75","105.86","107.20","0.59","-0.03","403,650,000"
"1972-04-03T06:00:00.000Z","107.48","111.11","106.18","107.67","0.44","-0.18","367,990,000"
"1972-05-01T05:00:00.000Z","106.69","111.48","103.83","109.53","1.73","1.10","335,850,000"
"1972-06-01T05:00:00.000Z","109.69","110.51","105.94","107.14","-2.18","-2.80","314,510,000"
"1972-07-03T05:00:00.000Z","107.49","110.27","104.43","107.39","0.23","-0.39","288,900,000"
"1972-08-01T05:00:00.000Z","108.40","113.45","107.06","111.09","3.45","2.82","356,930,000"
"1972-09-01T05:00:00.000Z","111.51","112.12","107.35","110.55","-0.49","-1.11","246,190,000"
"1972-10-02T05:00:00.000Z","110.16","112.26","106.27","111.58","0.93","0.31","317,300,000"
"1972-11-01T06:00:00.000Z","112.67","117.91","111.32","116.67","4.56","3.94","405,570,000"
"1972-12-01T06:00:00.000Z","117.38","119.79","114.63","118.05","1.18","0.56","344,730,000"
"1973-01-02T06:00:00.000Z","119.10","121.74","114.97","116.03","-1.71","-2.33","393,750,000"
"1973-02-01T06:00:00.000Z","114.76","118.98","109.80","111.68","-3.75","-4.37","318,190,000"
"1973-03-01T06:00:00.000Z","111.05","115.61","107.41","111.52","-0.14","-0.77","343,400,000"
"1973-04-02T06:00:00.000Z","110.18","113.65","105.44","106.97","-4.08","-4.70","277,990,000"
"1973-05-01T05:00:00.000Z","107.10","112.25","101.36","104.95","-1.89","-2.51","337,260,000"
"1973-06-01T05:00:00.000Z","103.93","109.52","101.45","104.26","-0.66","-1.28","268,700,000"
"1973-07-02T05:00:00.000Z","102.90","111.04","100.44","108.22","3.80","3.18","307,780,000"
"1973-08-01T05:00:00.000Z","106.83","108.17","99.74","104.25","-3.67","-4.29","274,460,000"
"1973-09-04T05:00:00.000Z","104.51","110.45","102.13","108.43","4.01","3.39","329,070,000"
"1973-10-01T05:00:00.000Z","108.21","112.82","107.08","108.29","-0.13","-0.75","422,900,000"
"1973-11-01T06:00:00.000Z","107.69","109.20","94.88","95.96","-11.39","-12.01","399,900,000"
"1973-12-03T06:00:00.000Z","93.90","99.09","91.05","97.55","1.66","1.03","384,380,000"
"1974-01-02T06:00:00.000Z","97.68","100.94","91.62","96.57","-1.00","-1.63","363,150,000"
"1974-02-01T05:00:00.000Z","95.32","97.43","89.53","96.22","-0.36","-0.99","256,810,000"
"1974-03-01T05:00:00.000Z","95.53","101.05","93.44","93.98","-2.33","-2.95","309,600,000"
"1974-04-01T05:00:00.000Z","93.25","95.42","88.62","90.31","-3.91","-4.53","254,270,000"
"1974-05-01T05:00:00.000Z","92.22","93.59","85.87","87.28","-3.36","-3.98","275,150,000"
"1974-06-03T05:00:00.000Z","89.10","93.76","85.13","86.00","-1.47","-2.09","245,340,000"
"1974-07-01T05:00:00.000Z","86.02","86.89","78.96","79.31","-7.78","-8.40","274,090,000"
"1974-08-01T05:00:00.000Z","78.75","83.53","69.37","72.15","-9.03","-9.65","280,100,000"
"1974-09-03T05:00:00.000Z","70.52","73.01","62.52","63.54","-11.93","-12.56","280,050,000"
"1974-10-01T05:00:00.000Z","63.39","75.90","60.96","73.90","16.30","15.68","377,100,000"
"1974-11-01T06:00:00.000Z","73.88","77.41","66.85","69.97","-5.32","-5.94","286,790,000"
"1974-12-02T06:00:00.000Z","68.11","69.80","64.13","68.56","-2.02","-2.64","315,150,000"
"1975-01-02T06:00:00.000Z","70.23","78.69","68.65","76.98","12.28","11.66","432,550,000"
"1975-02-03T06:00:00.000Z","77.82","83.56","76.00","81.59","5.99","5.37","423,640,000"
"1975-03-03T05:00:00.000Z","83.03","87.08","80.08","83.36","2.17","1.55","453,610,000"
"1975-04-01T05:00:00.000Z","82.64","88.79","79.66","87.30","4.73","4.10","451,350,000"
"1975-05-01T05:00:00.000Z","88.10","93.51","86.94","91.15","4.41","3.79","457,490,000"
"1975-06-02T05:00:00.000Z","92.58","95.85","89.30","95.19","4.43","3.81","447,000,000"
"1975-07-01T05:00:00.000Z","94.85","96.58","87.68","88.75","-6.77","-7.39","441,680,000"
"1975-08-01T05:00:00.000Z","87.99","89.04","82.21","86.88","-2.11","-2.73","281,470,000"
"1975-09-02T05:00:00.000Z","85.48","87.42","81.57","83.87","-3.46","-4.09","275,120,000"
"1975-10-01T05:00:00.000Z","82.93","91.75","82.57","89.04","6.16","5.54","365,540,000"
"1975-11-03T06:00:00.000Z","88.09","92.33","87.63","91.24","2.47","1.85","318,810,000"
"1975-12-01T06:00:00.000Z","90.67","91.90","86.15","90.19","-1.15","-1.77","348,970,000"
"1976-01-02T06:00:00.000Z","90.90","101.99","89.81","100.86","11.83","11.21","635,830,000"
"1976-02-02T06:00:00.000Z","100.87","103.07","98.50","99.71","-1.14","-1.76","596,130,000"
"1976-03-01T06:00:00.000Z","100.02","104.39","98.23","102.77","3.07","2.45","529,600,000"
"1976-04-01T06:00:00.000Z","102.24","104.63","99.57","101.64","-1.10","-1.72","392,260,000"
"1976-05-03T05:00:00.000Z","100.92","103.99","98.26","100.18","-1.44","-2.06","355,910,000"
"1976-06-01T05:00:00.000Z","99.85","105.07","97.97","104.28","4.09","3.47","417,230,000"
"1976-07-01T05:00:00.000Z","103.59","106.78","102.31","103.44","-0.81","-1.43","393,760,000"
"1976-08-02T05:00:00.000Z","103.19","105.41","100.43","102.91","-0.51","-1.14","346,680,000"
"1976-09-01T05:00:00.000Z","104.06","108.72","102.60","105.24","2.26","1.64","414,750,000"
"1976-10-01T05:00:00.000Z","104.17","105.75","99.21","102.90","-2.22","-2.85","361,390,000"
"1976-11-01T06:00:00.000Z","103.10","103.78","98.18","102.10","-0.78","-1.40","381,020,000"
"1976-12-01T06:00:00.000Z","102.49","107.82","101.62","107.46","5.25","4.63","534,550,000"
"1977-01-03T06:00:00.000Z","107.00","107.97","100.91","102.03","-5.05","-5.68","501,620,000"
"1977-02-01T06:00:00.000Z","102.54","103.32","98.82","99.82","-2.17","-2.79","398,440,000"
"1977-03-01T06:00:00.000Z","100.66","102.70","97.80","98.42","-1.40","-2.03","434,690,000"
"1977-04-01T06:00:00.000Z","99.21","102.07","96.53","98.44","0.02","-0.60","403,060,000"
"1977-05-02T05:00:00.000Z","98.93","100.93","95.52","96.12","-2.36","-2.98","425,820,000"
"1977-06-01T05:00:00.000Z","96.93","101.65","95.89","100.48","4.54","3.91","485,150,000"
"1977-07-01T05:00:00.000Z","100.10","102.57","97.71","98.85","-1.62","-2.25","452,480,000"
"1977-08-01T05:00:00.000Z","99.12","99.84","95.04","96.77","-2.10","-2.73","433,650,000"
"1977-09-01T05:00:00.000Z","96.83","98.43","94.44","96.53","-0.25","-0.87","383,670,000"
"1977-10-03T05:00:00.000Z","96.74","97.27","90.20","92.34","-4.34","-4.96","413,470,000"
"1977-11-01T06:00:00.000Z","91.35","97.11","90.01","94.83","2.70","2.07","494,680,000"
